id,cat
190907,Social Studies
4821,Literature
10047,Social Studies
105474,History
193316,History
404,Fine Arts
119615,History
111455,Biology
10259,Physics
105190,Other
2938,History
112493,Literature
123433,Mathematics
11212,Social Studies
106151,Social Studies
109878,History
100403,Other
111063,Other
122505,Literature
108809,Literature
193720,Fine Arts
121982,Fine Arts
114698,Social Studies
198097,History
198615,Social Studies
118007,Chemistry
113637,History
115567,Social Studies
5762,Literature
107419,History
111117,Literature
115648,Literature
8896,Biology
195779,History
119932,Literature
9233,Chemistry
192110,Other
113800,Social Studies
192614,Biology
193274,Social Studies
116691,Literature
118592,Social Studies
5806,Literature
196702,Literature
123411,Literature
115247,Fine Arts
100102,Literature
191040,Literature
118006,Social Studies
111831,History
2063,History
192085,Fine Arts
192077,History
118585,History
110796,Mathematics
101499,Literature
119233,Fine Arts
191783,Literature
116876,Literature
196928,Fine Arts
120693,History
111542,Social Studies
9889,Social Studies
119888,Literature
122415,History
191306,Literature
103396,Literature
194257,Physics
118131,Physics
3364,History
2854,History
198105,Social Studies
189293,Literature
956,Fine Arts
106122,Physics
102470,Social Studies
106115,Fine Arts
4235,History
9020,Chemistry
104097,History
116408,Fine Arts
1230,Fine Arts
121058,History
4918,Literature
192368,History
7899,Literature
193100,History
193166,History
107882,Literature
100978,Other
194559,Other
1810,History
194924,Fine Arts
108833,Fine Arts
11128,Social Studies
111959,Social Studies
103162,History
10654,Physics
101171,Fine Arts
4120,History
9723,Science
10838,Social Studies
194698,Mathematics
190874,History
115800,Fine Arts
102147,Social Studies
10582,Physics
2132,History
7755,Mathematics
896,Literature
12196,Social Studies
122534,Physics
189854,Literature
3094,History
120742,Chemistry
105119,Literature
2519,History
192631,History
100201,Other
195827,Fine Arts
9412,Physics
106998,Literature
118270,History
122881,History
5757,Literature
109520,Physics
110553,Physics
104568,History
121307,Social Studies
116999,Literature
10371,Physics
121888,Social Studies
102743,History
113381,Literature
118596,Fine Arts
192619,History
119447,Social Studies
114083,History
4289,History
113826,Other
2086,History
2581,History
8574,Biology
1072,Fine Arts
113126,Literature
122956,Fine Arts
806,Fine Arts
11059,Social Studies
108325,Literature
1466,Literature
12405,Social Studies
123904,Science
198606,Social Studies
5066,Literature
189488,Literature
106482,Other
194387,History
103136,Physics
2140,History
196295,History
197716,Social Studies
101199,Social Studies
104658,Fine Arts
120682,Biology
104315,Social Studies
100672,Other
192262,Literature
119767,History
191021,Social Studies
112884,History
112597,History
195869,History
191929,Biology
1553,History
4684,Literature
101911,Biology
194349,Social Studies
194611,Literature
116419,History
189143,Physics
12784,Social Studies
9007,Chemistry
113218,History
11962,Social Studies
102625,History
190484,Mathematics
102458,Physics
109508,Fine Arts
6513,Literature
102164,Physics
680,Literature
195209,History
114679,Social Studies
116264,Social Studies
113989,History
100720,Social Studies
195341,Physics
2181,History
105032,Mathematics
6344,Literature
192309,Physics
3668,History
193809,Social Studies
586,Fine Arts
107189,Literature
116288,Literature
110483,Literature
9646,Chemistry
193382,History
103978,History
117965,Other
197294,Literature
198508,Literature
120343,History
194384,Physics
572,Fine Arts
123313,Social Studies
112528,Fine Arts
102292,Literature
194551,Literature
196063,History
118329,History
8382,Social Studies
116137,Physics
190213,Literature
5696,Literature
115963,Fine Arts
118499,Social Studies
117686,Social Studies
6307,Literature
102346,Other
196358,Biology
8041,Physics
120751,Social Studies
121867,Social Studies
108476,Fine Arts
12859,Literature
109154,History
101234,Social Studies
100320,Literature
122491,Social Studies
114551,Literature
197936,History
197164,History
111341,Social Studies
104325,History
4544,Literature
123189,Literature
107011,Literature
3014,History
100088,Other
195697,Social Studies
118855,Literature
114504,Physics
114095,Social Studies
111597,Social Studies
191404,History
5991,Literature
422,Fine Arts
107585,Social Studies
198460,Chemistry
102747,History
8079,Social Studies
198480,Social Studies
190046,Fine Arts
109731,History
106603,Physics
194315,Chemistry
100308,Other
8992,Chemistry
119627,Fine Arts
6587,Literature
109608,Physics
113032,Fine Arts
9552,Chemistry
8251,Social Studies
6061,Literature
101649,Literature
7127,Literature
116804,Literature
8075,Physics
195205,History
379,Fine Arts
122095,History
6646,Literature
191869,History
3965,History
192687,Social Studies
121976,Literature
103466,Social Studies
190023,Fine Arts
3088,History
111543,Social Studies
123623,Social Studies
1272,Fine Arts
105251,Fine Arts
8123,Social Studies
6015,Literature
1434,Literature
115413,History
121494,Literature
123465,Social Studies
117995,Biology
8875,Biology
191620,History
105671,Social Studies
114249,Fine Arts
122804,History
106516,History
670,Fine Arts
11374,Social Studies
109384,Fine Arts
10870,Social Studies
195998,History
112062,Social Studies
113140,History
194145,Science
115409,History
190196,History
106827,History
196594,Literature
107996,Social Studies
120842,Social Studies
197191,Other
122936,Fine Arts
112160,Literature
103335,Science
115617,Social Studies
108241,Literature
191270,Literature
119089,Literature
197956,Literature
120155,Literature
195979,History
9821,Physics
189757,History
192694,Physics
117647,History
7346,Literature
123364,History
109231,Biology
116308,History
116135,Chemistry
194413,History
101935,Chemistry
100356,Other
196144,Literature
117087,Social Studies
191424,History
101867,Literature
194091,History
196131,Biology
110150,Literature
116930,Literature
4465,Literature
100927,Literature
114751,Social Studies
102849,Fine Arts
111613,Social Studies
4883,Literature
120900,Literature
104295,Fine Arts
113993,Social Studies
12892,Social Studies
121989,Literature
198265,History
114495,History
122938,Literature
2483,History
2767,History
189427,Fine Arts
102666,Literature
195882,Social Studies
111362,History
116653,History
121616,Literature
103696,History
115234,Physics
105028,History
196222,Social Studies
118628,Social Studies
193119,Social Studies
106702,Biology
192451,Social Studies
10190,Physics
122912,Fine Arts
112677,Physics
196064,Social Studies
191606,History
119443,Social Studies
194884,Biology
103424,History
3566,History
5317,Literature
103580,Literature
191419,Fine Arts
108560,Literature
6387,Literature
122311,Other
74,Fine Arts
310,Fine Arts
120459,Fine Arts
1757,Literature
108620,Literature
104172,Mathematics
8607,Biology
111659,Social Studies
111331,Social Studies
11118,Social Studies
190036,Fine Arts
112403,History
190453,Social Studies
106904,Social Studies
9529,Physics
190014,Literature
118748,Social Studies
117321,History
100742,Social Studies
1862,History
5732,Literature
118435,History
122167,Physics
116844,Literature
196151,Literature
195614,Biology
2351,History
119263,Fine Arts
10873,Social Studies
8691,Biology
10397,Physics
118070,Biology
198385,Social Studies
111091,Physics
106511,History
9327,Chemistry
113644,Biology
121886,Literature
104522,History
3245,History
194711,Fine Arts
121998,Literature
3952,History
12653,Social Studies
3148,Fine Arts
106469,Literature
9811,Physics
198398,Social Studies
122270,History
106919,History
112232,Other
103055,Other
1870,History
4625,Literature
8473,Biology
197300,Literature
194061,Literature
111802,History
192255,Social Studies
271,Fine Arts
4412,Social Studies
191999,Mathematics
2890,History
114527,Literature
123126,Social Studies
190021,Other
5648,Literature
106385,Chemistry
8614,Biology
194336,History
11226,Social Studies
2945,History
119029,History
103304,Social Studies
101228,Biology
892,Fine Arts
108462,Other
9589,Social Studies
102818,Physics
3476,History
114956,Social Studies
122114,Chemistry
111298,Fine Arts
119793,Physics
194244,Fine Arts
1459,Fine Arts
107798,History
192838,Chemistry
100793,Literature
100780,Chemistry
3802,History
4304,History
120409,Science
195956,Social Studies
186,Fine Arts
192765,Biology
196433,Physics
3509,History
116637,Fine Arts
5735,Literature
112506,History
104970,Fine Arts
9740,Other
7116,Literature
115069,Social Studies
11170,Social Studies
108875,Social Studies
105123,Biology
109550,Literature
195814,Social Studies
192572,Literature
120266,Other
193201,History
196232,Literature
102162,Social Studies
105691,Literature
117632,History
111324,Social Studies
196820,Social Studies
189363,Literature
6797,Literature
192828,Social Studies
113483,Literature
105215,Fine Arts
2958,History
107702,Social Studies
120901,Literature
8959,Chemistry
193927,History
123618,Literature
12047,Social Studies
121952,Mathematics
5266,Literature
115355,Social Studies
103060,Literature
105225,Chemistry
197528,Chemistry
197364,Other
102181,Literature
109181,Fine Arts
190238,History
5379,Literature
123356,History
8787,Biology
108388,Literature
3398,History
121844,History
120910,Literature
116153,Literature
8863,Biology
103811,Social Studies
121269,Physics
7237,Literature
189197,Science
2436,History
6790,Social Studies
111882,Literature
195923,History
121780,Social Studies
190108,History
122514,Literature
115193,Chemistry
101648,Literature
192237,History
193541,History
107799,Physics
2075,History
111574,Social Studies
3750,History
111887,Literature
112560,Chemistry
105073,Literature
109470,Social Studies
120625,Literature
100074,Other
10052,Mathematics
113573,Literature
116632,Social Studies
102074,Fine Arts
5866,Literature
119829,History
5505,Literature
191697,Physics
101901,Social Studies
103355,Literature
105572,Fine Arts
121683,History
8256,Biology
107781,Mathematics
195515,Social Studies
103651,Social Studies
5496,Literature
193485,Fine Arts
194728,Literature
110315,History
117435,Chemistry
121324,Literature
100569,Other
190347,History
114486,History
8029,Physics
3134,History
123431,Literature
105181,Biology
113545,Literature
118040,Chemistry
114448,Physics
11422,Social Studies
6798,History
107462,Fine Arts
108040,Fine Arts
111723,History
115874,Fine Arts
123268,Social Studies
1661,History
190787,History
10662,Physics
119215,Literature
5556,Literature
10505,Physics
101498,Literature
101525,Literature
104921,Other
105734,Literature
191702,History
111570,Social Studies
119164,Chemistry
11716,Social Studies
119363,Fine Arts
195333,History
100120,Literature
195169,History
100482,Literature
106241,Fine Arts
111534,Social Studies
6780,Literature
117674,Literature
109490,History
112234,Other
122937,Physics
1873,History
105637,Fine Arts
115161,Social Studies
189849,Mathematics
111731,History
122352,History
108412,Fine Arts
112043,History
193314,Social Studies
12488,Social Studies
121256,Social Studies
13198,Social Studies
123281,Social Studies
105554,Literature
198353,Literature
3017,History
1137,Fine Arts
110305,Literature
120122,Fine Arts
118833,Fine Arts
193713,History
120657,Literature
108281,Literature
8654,Biology
13223,Social Studies
101319,Literature
114061,Literature
105950,Biology
100729,Literature
115817,Fine Arts
2377,Literature
7846,Other
7579,Other
196260,Physics
114007,Literature
192266,Fine Arts
9325,Chemistry
115348,Literature
120777,Physics
109965,Social Studies
120318,History
8083,Physics
113119,Literature
1637,History
120548,Other
110811,Social Studies
114187,Literature
113144,Literature
101045,Literature
107252,Mathematics
5455,Literature
194660,History
102193,Fine Arts
6284,Literature
122413,Social Studies
970,Fine Arts
100122,Other
115509,Literature
104332,Fine Arts
120377,Biology
118558,History
9958,Mathematics
115203,Social Studies
110804,Social Studies
118774,History
103907,History
120325,Mathematics
103742,Literature
8482,Biology
8340,Biology
6971,Literature
194446,Fine Arts
190024,History
110839,Literature
110540,Chemistry
8150,Physics
118929,Literature
6964,Literature
114646,Other
996,Fine Arts
101206,Biology
10411,Physics
113087,Other
100936,History
108453,Physics
9957,Mathematics
194668,Biology
123461,Fine Arts
196094,History
113809,History
120700,Literature
104366,History
100905,History
117551,Literature
2744,History
5693,Literature
4588,Literature
191280,Literature
4251,History
2346,History
121283,Social Studies
120062,Literature
105229,Fine Arts
120487,Literature
105725,Social Studies
6938,Literature
118103,Physics
7912,Other
195672,History
189952,History
191251,Literature
119329,History
192025,History
119359,Literature
104213,Social Studies
192992,Fine Arts
10969,Social Studies
195560,Social Studies
101860,History
109096,Fine Arts
8173,Biology
195792,Chemistry
11134,Social Studies
11237,Social Studies
190200,History
111394,History
120099,History
118136,Physics
117140,Other
198626,Chemistry
116922,Literature
122609,History
107907,Physics
190997,Literature
13307,Social Studies
7945,Other
121645,History
197713,Social Studies
109531,Social Studies
10490,Physics
103674,Other
194043,Science
112979,Literature
101233,Literature
108326,Literature
102090,Fine Arts
102665,Social Studies
100064,Literature
8371,Biology
106628,Social Studies
100948,Literature
197783,History
194068,History
196381,Social Studies
189435,Literature
118920,Social Studies
196697,Fine Arts
103772,Social Studies
123052,Literature
7869,Other
102572,Literature
197329,Fine Arts
103132,Social Studies
117798,Literature
121579,Social Studies
116080,Physics
191015,Science
111165,Physics
8165,Biology
6522,Literature
116650,History
191522,Literature
3972,History
9845,Mathematics
7897,Literature
116479,Social Studies
105494,Social Studies
107404,Literature
6848,Literature
120202,Physics
194907,Physics
13300,Social Studies
109041,Social Studies
113199,Other
103423,Literature
12713,Social Studies
11631,Social Studies
12332,Social Studies
2701,History
595,Fine Arts
118961,Mathematics
104515,Literature
123667,Social Studies
116951,Literature
101980,Other
8440,Biology
9955,Mathematics
122819,History
112291,Other
122344,History
108847,Physics
198019,History
102027,History
3777,History
13094,Social Studies
193836,History
106023,Social Studies
195373,Biology
100252,Literature
192530,Literature
120628,Other
7361,Social Studies
1732,History
114169,Fine Arts
114664,Social Studies
194954,History
117364,Chemistry
191227,Chemistry
193444,Literature
106449,Literature
114944,Literature
102039,Other
190027,History
100560,Literature
3081,History
110139,Other
108521,Other
196159,Social Studies
109614,Social Studies
110111,Fine Arts
189362,Literature
109574,Social Studies
194057,Biology
113567,Literature
190349,Literature
193647,History
190372,History
7721,Fine Arts
13207,Social Studies
191368,Chemistry
8362,Biology
11760,Social Studies
194365,Social Studies
198681,Fine Arts
189158,Literature
7360,History
10682,Physics
194287,Literature
100684,Fine Arts
109438,Mathematics
107290,History
986,Fine Arts
101317,History
116372,History
196811,Physics
107354,Literature
107434,Fine Arts
5501,Literature
7444,Social Studies
103841,Chemistry
108492,History
194498,History
107039,Literature
118560,Physics
122462,Mathematics
194650,Literature
4092,History
2281,History
192511,Social Studies
9193,Chemistry
102894,Fine Arts
643,Fine Arts
116718,Literature
190419,Literature
13063,Literature
119532,Biology
194556,Fine Arts
115655,Other
122915,Literature
191193,History
112889,Literature
5536,Literature
192958,Social Studies
763,Fine Arts
12158,Social Studies
191847,History
104730,Literature
194729,Other
123423,History
193190,History
118767,Literature
5734,Literature
112749,Literature
100227,Other
189319,Other
111080,Social Studies
107344,Biology
114694,Literature
191690,Social Studies
115720,Biology
107808,History
103028,Literature
10632,Physics
123359,Physics
104507,Fine Arts
191693,Social Studies
221,Fine Arts
102056,Literature
5863,Literature
111380,History
101842,Other
191337,Literature
196816,Social Studies
189744,History
104165,Biology
109480,History
3592,History
113723,Literature
193597,Literature
11174,Social Studies
104855,Other
109898,History
101843,Literature
8670,Social Studies
101243,Fine Arts
101512,Literature
192736,History
11055,Social Studies
194560,Chemistry
191894,Physics
3837,History
107797,Social Studies
104880,Other
198673,History
116867,Literature
1547,History
198708,Social Studies
3256,History
123771,Biology
191341,Social Studies
7580,Other
107365,History
117794,Social Studies
192624,Literature
118451,Social Studies
115275,Social Studies
12074,Social Studies
115719,Literature
106819,Biology
7234,Literature
192496,History
111984,Literature
191711,Social Studies
2470,History
6965,Literature
8288,Biology
109192,Other
296,Fine Arts
10646,Physics
194534,History
112102,Physics
122405,History
2760,History
192731,History
112826,Social Studies
12031,Social Studies
109993,Social Studies
2660,History
8234,History
192059,Literature
105808,History
123396,History
929,Fine Arts
115424,Fine Arts
119307,History
100703,History
117420,Literature
112661,Literature
1876,History
196574,Literature
13233,Social Studies
104965,Literature
9813,Social Studies
193016,Social Studies
7247,Literature
196709,History
123083,History
191447,History
191022,Science
111649,Social Studies
113455,Literature
6668,Literature
195036,Literature
111281,Fine Arts
194725,Literature
121335,Biology
102939,History
190502,History
105404,History
4375,History
107677,Literature
116533,History
191501,Literature
198235,Mathematics
5950,Literature
198453,Physics
2458,History
117021,Literature
120194,Physics
12579,Social Studies
119468,Social Studies
193397,History
189841,Physics
2465,History
116619,Fine Arts
107236,Literature
101534,Literature
123251,Fine Arts
7462,Fine Arts
123837,Social Studies
121570,Literature
743,Fine Arts
109419,Other
2577,History
103395,History
195995,History
7438,Social Studies
82,Fine Arts
102279,History
107255,Social Studies
2545,History
105265,Social Studies
106096,History
190425,Literature
108704,Science
103030,Literature
105664,Literature
1081,Fine Arts
112735,Fine Arts
196293,Fine Arts
117546,History
7806,Other
286,Fine Arts
108003,Literature
103244,Literature
106868,History
196714,Fine Arts
9384,Physics
106828,Social Studies
100896,Literature
105284,Literature
12989,Literature
103876,History
114713,Social Studies
107566,History
6137,Literature
118381,History
4490,History
122178,Literature
194908,Social Studies
116503,Literature
104285,Chemistry
101710,Other
197117,Fine Arts
118130,Social Studies
119812,Social Studies
102031,Social Studies
1523,History
111121,Literature
116908,Literature
7153,Literature
115367,Biology
112336,Other
114738,History
8698,Biology
6834,Literature
121693,Fine Arts
12112,Social Studies
121312,History
108483,Fine Arts
118318,Fine Arts
102801,Physics
123533,History
117884,Social Studies
120719,Literature
189499,History
101492,Literature
198577,History
116970,Literature
123631,History
106791,Literature
5741,Fine Arts
111854,Social Studies
192113,Literature
105104,History
107895,Literature
117349,Social Studies
123256,Biology
112123,Other
192860,Social Studies
100711,Fine Arts
109742,History
3629,History
195358,Literature
197324,Chemistry
101965,Social Studies
189287,Social Studies
9515,Chemistry
101235,History
6369,Fine Arts
105594,Other
193043,History
109677,History
8845,Biology
100392,Other
118165,History
1534,History
194914,Social Studies
480,Fine Arts
1472,Fine Arts
108896,Fine Arts
122690,Literature
191246,Social Studies
10902,Social Studies
198060,Social Studies
103862,History
791,Fine Arts
115331,History
195671,History
1624,History
8663,Biology
105718,History
1007,Fine Arts
109545,Social Studies
196561,Literature
194806,Social Studies
4335,History
588,Fine Arts
11131,Social Studies
190904,Fine Arts
11810,Social Studies
193310,History
107591,Fine Arts
189159,History
109577,Other
118164,Fine Arts
2144,History
117961,Social Studies
122654,Social Studies
106872,Social Studies
11433,Social Studies
194423,Literature
192196,Other
106376,Chemistry
110401,Literature
101714,Other
108372,Social Studies
106888,Literature
193790,Social Studies
122837,Social Studies
105371,History
190034,Physics
4015,History
197184,Physics
3086,History
193440,History
108838,Social Studies
193307,History
9202,Chemistry
109039,History
190614,History
794,Fine Arts
108384,Literature
115849,Fine Arts
192407,History
5828,Literature
111928,Mathematics
197678,History
113900,Social Studies
102918,History
114747,Literature
101955,History
190667,History
109132,Literature
120243,Literature
8375,Biology
121448,Literature
9884,Physics
119378,Social Studies
108068,Fine Arts
105340,Social Studies
193121,History
195322,Fine Arts
195598,History
123140,Social Studies
3442,History
6955,Literature
121481,Literature
192770,Fine Arts
193768,Fine Arts
197497,Biology
106826,Social Studies
689,Fine Arts
189230,Science
195364,Literature
118617,History
104122,History
100826,Social Studies
115558,Literature
109133,Literature
103773,History
193864,History
1671,History
3210,History
110399,Literature
117447,Literature
197746,Social Studies
105441,Physics
196210,Social Studies
196783,Chemistry
193418,History
100245,Other
122977,Literature
190462,Fine Arts
116979,Literature
10559,Physics
6560,Literature
10469,Physics
123010,Literature
123663,History
587,Fine Arts
197009,Literature
10441,Physics
198007,Social Studies
4170,History
111162,Social Studies
116952,Literature
189439,Science
106861,Literature
11737,Social Studies
103191,Literature
195476,Social Studies
189204,Physics
114028,Biology
195592,Social Studies
115206,Physics
108673,History
12658,Social Studies
1303,Fine Arts
102061,History
3156,History
117541,Social Studies
107930,Literature
116547,History
104402,Physics
100706,History
13102,Social Studies
189529,History
197368,Science
1618,Social Studies
118104,Physics
110325,Fine Arts
189916,Chemistry
114206,Fine Arts
189832,Physics
103579,Fine Arts
102612,Other
4827,Literature
118805,Literature
9107,Chemistry
107994,Literature
11167,Social Studies
4863,Literature
194575,Chemistry
121414,Literature
112496,Fine Arts
111050,Social Studies
104926,Social Studies
105322,History
7980,Physics
111814,History
10636,Physics
4305,History
102856,Literature
8466,Biology
109580,Social Studies
112318,Other
1482,History
189196,Fine Arts
120080,Literature
103316,Literature
101166,Social Studies
110236,Social Studies
6666,Literature
108066,History
100533,Other
5586,Literature
6040,Literature
194388,Literature
190412,Physics
8302,Biology
10257,Physics
117455,Physics
109805,History
111092,Fine Arts
9105,Chemistry
2741,History
114076,Fine Arts
113565,Physics
2399,History
108718,Physics
195806,Literature
102443,Literature
104317,Social Studies
105996,History
121426,Literature
777,Fine Arts
102493,Fine Arts
8033,Social Studies
116546,Social Studies
10879,History
118598,Mathematics
113789,Literature
102568,Mathematics
98,Fine Arts
193890,Literature
189401,History
115118,Social Studies
100859,History
191577,Literature
194804,Literature
193163,History
122890,Fine Arts
103462,Social Studies
2527,History
114775,Physics
118346,History
193742,Mathematics
10679,Physics
197858,Social Studies
120856,Literature
115180,Biology
115404,Physics
1517,History
112282,Literature
109920,Biology
1838,History
197060,Fine Arts
114271,Fine Arts
194997,History
106840,Fine Arts
123410,Fine Arts
3937,History
102884,Biology
119315,Social Studies
12008,Social Studies
121985,Fine Arts
121431,Literature
120317,Literature
3334,History
111221,Literature
104569,Literature
195466,Literature
198147,Chemistry
101909,History
9281,Chemistry
121822,Physics
118693,Biology
118776,Chemistry
8214,Biology
101596,Literature
101531,Literature
11750,Social Studies
110590,Literature
115178,Literature
192364,Social Studies
13218,Social Studies
111484,Social Studies
11161,Social Studies
109446,Fine Arts
103874,Mathematics
5718,Literature
3471,History
104810,Social Studies
109699,History
7460,Social Studies
123430,Social Studies
189681,Fine Arts
116585,Literature
5912,Literature
117129,Literature
118258,Social Studies
113583,Literature
118686,Literature
3839,History
3503,History
114761,Social Studies
194708,History
448,Fine Arts
114745,Social Studies
109901,History
197988,History
109321,Physics
119642,History
103363,History
881,Fine Arts
198624,Social Studies
4910,Literature
114854,Biology
190328,History
6907,Social Studies
134,Fine Arts
103114,History
117340,History
4937,Literature
12768,Social Studies
112155,Literature
30,Fine Arts
13038,Social Studies
195776,History
194228,Literature
100626,Other
104902,Literature
114506,Chemistry
119062,Social Studies
6851,Literature
189390,Literature
2148,History
11968,Social Studies
106742,Literature
105837,Social Studies
108681,Literature
116985,Literature
192740,History
4441,Literature
116601,Literature
116680,Other
193207,History
103025,History
122029,Fine Arts
109151,Literature
101113,Literature
107331,Fine Arts
104933,History
102206,History
120389,Literature
121508,Literature
120508,Literature
102324,Other
12454,Social Studies
192778,Physics
195271,Social Studies
105815,History
109667,History
5713,Social Studies
3174,Literature
10563,Physics
103929,History
13187,Social Studies
197679,Physics
11003,Social Studies
120580,History
111864,History
195016,Physics
105479,Literature
121765,Social Studies
106984,Literature
197355,Fine Arts
197349,Literature
113501,Literature
103003,Social Studies
13224,Literature
118334,Biology
195511,Fine Arts
108420,Biology
197939,Mathematics
121056,Literature
116193,Social Studies
116246,Mathematics
123127,Fine Arts
122735,History
191712,Fine Arts
119418,Social Studies
105352,Social Studies
7723,Literature
2423,Social Studies
1309,Fine Arts
104275,Social Studies
113471,Other
112598,Chemistry
115663,Chemistry
119312,History
119554,Physics
123319,Literature
5698,Literature
120169,Literature
2260,History
105321,Physics
119523,Literature
12010,Social Studies
114297,Fine Arts
111598,Social Studies
105373,History
530,Fine Arts
112567,Fine Arts
194012,Social Studies
121713,Fine Arts
2562,History
196378,History
105937,Biology
189201,Literature
120111,History
11924,Social Studies
116134,Other
192135,Social Studies
9013,Chemistry
5305,Literature
116363,History
106330,History
12664,Social Studies
101945,Literature
122271,History
1083,Fine Arts
196940,Fine Arts
101994,Literature
111247,Mathematics
11040,Social Studies
12246,Social Studies
189970,Social Studies
1951,History
114680,Other
1582,History
121327,Social Studies
109859,Biology
2685,History
6095,Literature
191147,Science
113460,Other
110705,Fine Arts
122812,Social Studies
6784,Literature
109853,History
1756,History
118354,Other
8615,Biology
108680,Other
113906,Biology
115021,Social Studies
101136,Social Studies
113081,History
9979,Mathematics
100757,Science
198638,Fine Arts
5656,Literature
12124,Social Studies
122358,History
105200,History
100228,Other
110356,History
112328,Other
4774,Literature
6690,Literature
1419,Fine Arts
193251,History
110364,Literature
8594,Biology
193465,Literature
195290,History
7516,Literature
102913,Literature
190480,Social Studies
3773,Social Studies
122282,History
100574,Other
114339,Fine Arts
104549,Literature
1526,History
807,Fine Arts
8296,Biology
117101,Social Studies
193881,Social Studies
116062,Biology
120301,History
116670,History
109705,History
116767,Literature
1177,Fine Arts
118448,Fine Arts
6103,Literature
198407,History
198280,Literature
123806,Literature
12351,Social Studies
122738,Fine Arts
195491,Social Studies
120850,Literature
113798,Social Studies
116341,Physics
1068,Fine Arts
120138,Literature
122567,Fine Arts
115570,Literature
101715,Other
103749,Literature
11638,Social Studies
107870,Social Studies
10894,Social Studies
155,Fine Arts
109560,History
117521,History
12191,Social Studies
9481,Chemistry
6931,Literature
114677,Social Studies
105460,Biology
116971,Literature
112773,Literature
4242,History
112349,Literature
104973,History
114457,Physics
7787,Literature
101156,Social Studies
197610,Literature
105803,Biology
120633,Social Studies
4277,Social Studies
1524,History
7525,Social Studies
189902,Social Studies
121884,Literature
192866,Social Studies
114987,History
193436,Physics
13184,Social Studies
192531,Social Studies
120518,Literature
189879,Fine Arts
195259,Literature
773,Fine Arts
1940,History
113451,Literature
102982,Social Studies
3944,History
189809,History
11719,Social Studies
100714,Literature
195551,Literature
189628,Literature
105715,Social Studies
4749,Literature
111325,Chemistry
121777,History
190172,History
117325,Physics
121663,Physics
122664,Social Studies
6179,Literature
1388,Fine Arts
112638,Social Studies
191487,Biology
196613,Other
106414,Other
4810,Literature
198093,Literature
102859,Social Studies
103657,Social Studies
115240,Other
122966,History
104711,Fine Arts
119739,Biology
101510,Literature
8265,Biology
101116,Fine Arts
117786,Social Studies
113036,Physics
190078,History
6247,Literature
108151,Literature
191131,Social Studies
113626,History
9104,Chemistry
190920,Physics
195895,History
123749,Other
119306,Social Studies
3583,History
118519,Social Studies
121326,Social Studies
123076,Literature
218,Fine Arts
194848,History
3329,History
108400,Literature
5435,Literature
2344,History
12867,Social Studies
191135,Biology
111938,History
194944,Social Studies
2411,Social Studies
117084,Mathematics
7485,Other
193013,Social Studies
5612,Literature
9599,Physics
102730,Literature
102944,Physics
103461,Fine Arts
5509,Literature
106288,Physics
3122,History
12721,History
101963,History
116569,Social Studies
192450,Literature
191002,History
193946,Literature
190583,Biology
102947,History
111713,Social Studies
109273,History
121893,Physics
100924,Chemistry
110765,Literature
7628,Other
194282,History
114483,Biology
195027,History
111917,Fine Arts
116626,Fine Arts
120406,History
122932,Literature
107476,Social Studies
116716,History
123594,Social Studies
110625,History
102297,Literature
118817,Other
9179,Chemistry
103598,History
121686,Other
192448,Physics
109345,Literature
11504,Social Studies
192983,History
1027,Fine Arts
2018,History
4709,Literature
5992,Literature
101305,Literature
198623,Mathematics
9596,Physics
2631,History
1835,History
193011,History
105079,History
7590,Other
3846,History
116237,History
111619,Social Studies
123805,Other
114306,Fine Arts
118479,Literature
118015,Social Studies
197759,Physics
108033,History
121360,Literature
198236,Social Studies
121517,Literature
118695,Literature
3619,History
103199,History
118819,Social Studies
106458,Social Studies
9454,Chemistry
115718,Literature
114026,History
100046,Literature
102354,Fine Arts
3484,History
119255,Fine Arts
197979,Social Studies
192144,Fine Arts
11633,Social Studies
195031,Biology
123725,Fine Arts
195535,Literature
197668,Literature
611,Fine Arts
7963,Physics
106145,Fine Arts
122714,Physics
118488,Biology
121943,Social Studies
192722,Social Studies
194052,Literature
119086,Physics
12229,Social Studies
123194,History
106817,History
119148,Fine Arts
111470,Social Studies
3700,History
2384,History
114596,Social Studies
113138,Literature
103404,History
101845,Literature
101822,Other
120587,History
114879,Social Studies
3530,History
6322,Literature
196370,History
109840,Biology
12284,Literature
102525,Fine Arts
111187,Literature
8674,Biology
120203,History
109797,History
105627,Literature
190390,Other
198157,Biology
105163,Physics
101921,Social Studies
9511,Chemistry
107034,Literature
193047,History
100354,Social Studies
110612,History
105430,Fine Arts
196907,History
115068,Social Studies
196931,Biology
8094,Social Studies
107754,Astronomy
194017,Other
106370,Fine Arts
107161,Literature
122187,Fine Arts
195502,Literature
5081,Literature
106540,History
111529,Social Studies
194973,Literature
1454,Fine Arts
194146,Social Studies
607,Fine Arts
102275,Literature
11378,Social Studies
112133,Other
3507,History
101098,Social Studies
5606,Literature
110372,History
100235,Other
198521,History
193396,History
109378,Literature
121732,Literature
197386,Fine Arts
101173,Physics
196280,Literature
118003,Physics
5395,Literature
192520,Fine Arts
121396,Literature
4691,Literature
4859,Literature
109137,History
197103,Social Studies
108758,Social Studies
9786,Social Studies
195821,History
3824,History
121205,History
105025,Literature
112904,Physics
115891,Fine Arts
3559,History
1645,History
104421,Literature
120118,Physics
113594,Physics
11752,Social Studies
9579,Physics
